NC_007716.1	272396	1
NC_007716.1	272397	1
NC_007716.1	272398	1
NC_007716.1	272399	1
NC_007716.1	272400	1
NC_007716.1	272401	1
NC_007716.1	272402	1
NC_007716.1	272403	1
NC_007716.1	272404	1
NC_007716.1	272405	1
NC_007716.1	272406	1
NC_007716.1	272407	1
NC_007716.1	272408	1
NC_007716.1	272409	1
NC_007716.1	272410	1
NC_007716.1	272411	1
NC_007716.1	272412	1
NC_007716.1	272413	1
NC_007716.1	272414	1
NC_007716.1	272415	1
NC_007716.1	272416	1
NC_007716.1	272417	1
NC_007716.1	272418	1
NC_007716.1	272419	1
NC_007716.1	272420	1
NC_007716.1	272421	1
NC_007716.1	272422	1
NC_007716.1	272423	1
NC_007716.1	272424	1
NC_007716.1	272425	1
NC_007716.1	272426	1
NC_007716.1	272427	1
NC_007716.1	272428	1
NC_007716.1	272429	1
NC_007716.1	272430	1
NC_007716.1	272431	1
NC_007716.1	272432	1
NC_007716.1	272433	1
NC_007716.1	272434	1
NC_007716.1	272435	1
NC_007716.1	272436	1
NC_007716.1	272437	1
NC_007716.1	272438	1
NC_007716.1	272439	1
NC_007716.1	272440	1
NC_007716.1	272441	1
NC_007716.1	272442	1
NC_007716.1	272443	1
NC_007716.1	272444	1
NC_007716.1	272445	1
NC_007716.1	272446	1
NC_007716.1	272447	1
NC_007716.1	272448	1
NC_007716.1	272449	1
NC_007716.1	272450	1
NC_007716.1	272451	1
NC_007716.1	272452	1
NC_007716.1	272453	1
NC_007716.1	272454	1
NC_007716.1	272455	1
NC_007716.1	272456	1
NC_007716.1	272457	1
NC_007716.1	272458	1
NC_007716.1	272459	1
NC_007716.1	272460	1
NC_007716.1	272461	1
NC_007716.1	272462	1
NC_007716.1	272463	1
NC_007716.1	272464	1
NC_007716.1	272465	1
NC_007716.1	272466	1
NC_007716.1	272467	1
NC_007716.1	272468	1
NC_007716.1	272469	1
NC_007716.1	272470	1
NC_007716.1	272471	1
NC_007716.1	272472	1
NC_007716.1	272473	1
NC_007716.1	272474	1
NC_007716.1	272475	1
NC_007716.1	272476	1
NC_007716.1	272477	1
NC_007716.1	272478	1
NC_007716.1	272479	1
NC_007716.1	272480	1
NC_007716.1	272481	1
NC_007716.1	272482	1
NC_007716.1	272483	1
NC_007716.1	272484	1
NC_007716.1	272485	1
NC_007716.1	272486	1
NC_007716.1	272487	1
NC_007716.1	272488	1
NC_007716.1	272489	1
NC_007716.1	272490	1
NC_007716.1	272491	1
NC_007716.1	272492	1
NC_007716.1	272493	1
NC_007716.1	272494	1
NC_007716.1	272495	1
NC_007716.1	272496	1
NC_007716.1	272497	1
NC_007716.1	272498	1
NC_007716.1	272499	1
NC_007716.1	272500	1
NC_007716.1	272501	1
NC_007716.1	272502	1
NC_007716.1	272503	1
NC_007716.1	272504	1
NC_007716.1	272505	1
NC_007716.1	272506	1
NC_007716.1	272507	1
NC_007716.1	272508	1
